total_num_hired,total_num_left,total_num_promoted,org_saturation_day,vp_team_size_skew,director_team_size_skew,manager_team_size_skew,mean_days_between_hires,mean_days_between_promotions,mean_days_between_leavings,seed,weight_employed,weight_promoted,weight_change,weight_left,min_employees_for_leaving,min_events_per_week,max_events_per_day,max_events_per_type
167,67,101,138,1.667,1.8,2.143,2.18,3.4,5.06,1,5,3,2,2,30,1,6,3
182,83,93,146,1.111,3.0,1.4,1.97,3.62,4.05,2,5,3,2,2,30,1,6,3
178,78,80,137,1.111,1.7,2.0,2.05,4.28,4.51,3,5,3,2,2,30,1,6,3
183,83,120,205,1.667,2.3,3.071,1.99,2.91,4.09,4,5,3,2,2,30,1,6,3
180,84,121,181,1.5,2.0,1.923,2.03,2.65,3.93,5,5,3,2,2,30,1,6,3
176,78,87,151,0.833,1.5,1.967,2.03,3.97,4.51,6,5,3,2,2,30,1,6,3
183,83,108,169,1.667,1.333,1.667,1.99,3.15,4.01,7,5,3,2,2,30,1,6,3
179,79,113,180,1.111,2.0,1.7,2.02,3.0,4.21,8,5,3,2,2,30,1,6,3
175,75,83,159,1.111,3.4,1.8,2.06,4.09,4.54,9,5,3,2,2,30,1,6,3
162,63,89,162,1.667,1.2,1.4,2.22,3.7,5.48,10,5,3,2,2,30,1,6,3
178,78,93,200,1.667,0.0,1.867,2.06,3.65,4.31,11,5,3,2,2,30,1,6,3
172,72,87,123,1.667,3.2,1.933,2.11,4.0,4.62,12,5,3,2,2,30,1,6,3
171,71,84,135,3.333,3.0,1.321,2.12,4.18,4.87,13,5,3,2,2,30,1,6,3
182,82,91,111,1.667,2.2,1.6,1.97,3.81,4.2,14,5,3,2,2,30,1,6,3
185,85,116,147,0.0,2.5,1.833,1.96,3.0,4.0,15,5,3,2,2,30,1,6,3
165,68,82,127,0.833,2.6,1.467,2.2,4.12,4.96,16,5,3,2,2,30,1,6,3
173,73,98,163,3.333,1.4,1.033,2.09,3.36,4.64,17,5,3,2,2,30,1,6,3
165,65,89,194,1.667,1.7,1.267,2.21,3.92,5.12,18,5,3,2,2,30,1,6,3
174,74,89,127,3.333,1.9,1.067,2.09,3.91,4.63,19,5,3,2,2,30,1,6,3
166,66,79,153,1.667,1.9,1.433,2.19,4.31,5.22,0,5,3,2,2,30,1,7,2
179,81,105,177,1.111,2.2,1.357,2.03,3.26,4.28,1,5,3,2,2,30,1,7,2
170,71,89,173,1.111,1.4,2.8,2.13,3.9,4.73,2,5,3,2,2,30,1,7,2
173,74,81,138,1.667,5.6,1.467,2.1,4.24,4.66,3,5,3,2,2,30,1,7,2
182,82,95,167,1.111,1.05,1.6,1.98,3.65,4.17,4,5,3,2,2,30,1,7,2
170,70,74,134,1.111,2.4,1.667,2.14,4.37,4.8,5,5,3,2,2,30,1,7,2
190,90,98,131,3.333,1.4,2.733,1.92,3.58,3.8,6,5,3,2,2,30,1,7,2
177,77,102,169,1.111,1.467,2.133,2.06,3.39,4.37,7,5,3,2,2,30,1,7,2
177,77,100,146,3.333,0.0,1.933,2.07,3.52,4.42,8,5,3,2,2,30,1,7,2
179,79,105,230,1.667,1.7,3.067,2.03,3.33,4.35,9,5,3,2,2,30,1,7,2
175,76,101,149,1.0,1.111,1.7,2.07,3.48,4.65,10,5,3,2,2,30,1,7,2
164,64,84,137,1.111,1.9,1.467,2.2,4.0,5.29,11,5,3,2,2,30,1,7,2
179,79,94,140,0.0,1.6,1.767,2.0,3.73,4.21,12,5,3,2,2,30,1,7,2
168,69,96,155,1.667,1.8,2.0,2.18,3.45,5.0,13,5,3,2,2,30,1,7,2
194,94,102,164,3.333,1.2,3.467,1.86,3.37,3.53,14,5,3,2,2,30,1,7,2
165,66,93,155,1.667,2.0,1.607,2.21,3.71,5.17,15,5,3,2,2,30,1,7,2
185,86,99,149,1.0,2.222,1.714,1.97,3.44,3.98,16,5,3,2,2,30,1,7,2
170,72,88,171,1.667,1.45,1.5,2.08,3.79,4.69,17,5,3,2,2,30,1,7,2
175,76,98,130,3.333,1.467,1.6,2.05,3.35,4.57,18,5,3,2,2,30,1,7,2
190,90,129,198,3.333,5.0,2.19,1.92,2.67,3.85,19,5,3,2,2,30,1,7,2
178,78,98,121,3.333,5.8,2.333,2.05,3.55,4.29,0,5,3,2,2,30,1,7,3
171,72,89,181,3.333,2.0,1.967,2.08,3.92,4.85,1,5,3,2,2,30,1,7,3
167,67,86,165,1.667,1.6,1.2,2.18,4.07,5.15,2,5,3,2,2,30,1,7,3
171,71,92,133,1.667,1.467,1.9,2.12,3.71,4.84,3,5,3,2,2,30,1,7,3
172,72,101,155,1.667,1.467,1.633,2.12,3.42,4.69,4,5,3,2,2,30,1,7,3
172,72,94,162,1.111,2.0,3.533,2.12,3.65,4.62,5,5,3,2,2,30,1,7,3
182,82,95,171,3.333,1.3,1.036,2.0,3.68,4.21,6,5,3,2,2,30,1,7,3
172,72,109,183,0.0,2.2,1.367,2.12,3.24,4.87,7,5,3,2,2,30,1,7,3
164,64,84,180,3.333,1.7,2.0,2.2,4.05,5.17,8,5,3,2,2,30,1,7,3
171,71,88,165,1.667,2.0,1.111,2.11,4.01,4.86,9,5,3,2,2,30,1,7,3
177,79,99,140,0.833,0.96,1.633,2.06,3.56,4.36,10,5,3,2,2,30,1,7,3
175,75,103,187,1.111,4.2,1.7,2.0,3.25,4.35,11,5,3,2,2,30,1,7,3
192,92,108,206,1.667,1.9,1.8,1.91,2.94,3.7,12,5,3,2,2,30,1,7,3
168,70,100,166,3.333,1.267,0.885,2.17,3.46,4.83,13,5,3,2,2,30,1,7,3
156,56,88,184,1.667,3.3,1.3,2.33,3.74,6.13,14,5,3,2,2,30,1,7,3
176,76,77,176,1.111,3.4,3.733,2.03,4.43,4.43,15,5,3,2,2,30,1,7,3
176,76,104,164,1.667,1.8,2.0,2.08,3.32,4.44,16,5,3,2,2,30,1,7,3
165,65,87,143,0.833,1.8,1.267,2.21,3.91,5.36,17,5,3,2,2,30,1,7,3
167,67,113,192,3.333,6.6,0.933,2.19,3.03,4.91,18,5,3,2,2,30,1,7,3
174,74,101,173,0.833,2.0,1.8,2.09,3.42,4.7,19,5,3,2,2,30,1,7,3
163,64,91,147,1.667,1.9,1.767,2.2,3.83,5.48,0,5,3,2,2,30,1,8,2
173,73,70,155,1.111,1.0,1.767,2.12,4.88,4.58,1,5,3,2,2,30,1,8,2
180,80,96,193,3.333,1.733,2.867,2.02,3.59,4.2,2,5,3,2,2,30,1,8,2
182,83,94,192,1.667,7.0,1.0,2.01,3.7,4.13,3,5,3,2,2,30,1,8,2
175,75,102,183,1.667,2.2,3.533,2.09,3.44,4.58,4,5,3,2,2,30,1,8,2
160,60,74,158,0.0,0.0,1.567,2.29,4.55,5.69,5,5,3,2,2,30,1,8,2
160,61,79,174,1.111,4.0,1.567,2.28,4.22,5.58,6,5,3,2,2,30,1,8,2
178,79,84,179,1.111,1.4,0.857,2.03,4.0,4.46,7,5,3,2,2,30,1,8,2
181,81,109,170,1.667,2.733,1.0,2.02,3.19,4.28,8,5,3,2,2,30,1,8,2
191,91,110,202,1.667,2.5,1.633,1.91,3.04,3.73,9,5,3,2,2,30,1,8,2
170,71,86,166,3.333,2.1,3.267,2.08,3.94,4.96,10,5,3,2,2,30,1,8,2
167,68,78,150,1.667,2.133,1.367,2.16,4.48,5.13,11,5,3,2,2,30,1,8,2
182,82,112,138,0.833,0.0,1.111,1.94,3.03,4.1,12,5,3,2,2,30,1,8,2
177,78,95,149,1.667,1.033,2.733,2.05,3.67,4.44,13,5,3,2,2,30,1,8,2
161,61,93,154,3.333,2.667,0.833,2.26,3.59,5.55,14,5,3,2,2,30,1,8,2
180,80,101,216,1.667,3.1,1.333,2.03,3.31,4.35,15,5,3,2,2,30,1,8,2
171,71,84,139,1.667,3.2,1.7,2.05,3.98,4.57,16,5,3,2,2,30,1,8,2
180,81,114,197,1.667,3.1,3.0,1.99,3.0,4.21,17,5,3,2,2,30,1,8,2
171,71,92,114,3.333,2.8,1.657,2.14,3.76,4.84,18,5,3,2,2,30,1,8,2
184,84,98,173,1.111,1.9,1.733,1.98,3.55,4.11,19,5,3,2,2,30,1,8,2
178,79,84,141,0.833,1.7,1.8,2.03,4.04,4.4,0,5,3,2,2,30,1,8,3
168,69,101,147,1.667,1.8,2.667,2.14,3.46,4.88,1,5,3,2,2,30,1,8,3
172,73,79,125,3.333,0.85,1.867,2.12,4.38,4.64,2,5,3,2,2,30,1,8,3
161,61,82,148,1.667,2.3,3.267,2.23,4.14,5.33,3,5,3,2,2,30,1,8,3
167,69,91,156,1.667,1.8,1.9,2.17,3.8,4.91,4,5,3,2,2,30,1,8,3
168,69,92,127,1.5,3.111,2.286,2.17,3.76,4.72,5,5,3,2,2,30,1,8,3
171,71,83,153,3.333,2.4,3.067,2.14,3.93,4.8,6,5,3,2,2,30,1,8,3
171,72,100,174,0.667,1.8,1.967,2.12,3.41,4.49,7,5,3,2,2,30,1,8,3
177,77,98,154,1.111,7.2,0.844,2.02,3.46,4.36,8,5,3,2,2,30,1,8,3
170,70,92,161,1.111,1.3,1.767,2.08,3.43,4.74,9,5,3,2,2,30,1,8,3
186,88,104,186,1.333,2.0,1.933,1.96,3.26,3.93,10,5,3,2,2,30,1,8,3
184,84,117,183,1.667,2.0,1.433,1.98,2.8,3.94,11,5,3,2,2,30,1,8,3
169,69,91,170,1.667,4.2,1.133,2.11,3.7,4.81,12,5,3,2,2,30,1,8,3
173,73,81,140,0.833,2.8,1.238,2.1,4.33,4.79,13,5,3,2,2,30,1,8,3
172,72,81,170,1.111,0.8,1.9,2.04,4.22,4.7,14,5,3,2,2,30,1,8,3
170,72,92,183,0.833,1.733,1.607,2.13,3.76,4.72,15,5,3,2,2,30,1,8,3
175,75,79,111,3.333,1.2,1.6,2.08,4.38,4.58,16,5,3,2,2,30,1,8,3
187,88,100,173,1.111,1.0,1.356,1.94,3.47,3.84,17,5,3,2,2,30,1,8,3
191,91,96,152,0.833,1.6,1.356,1.92,3.61,3.87,18,5,3,2,2,30,1,8,3
171,71,68,141,1.111,1.533,1.633,2.14,5.22,4.93,19,5,3,2,2,30,1,8,3
178,78,92,138,1.667,1.1,1.222,2.03,3.74,4.22,0,5,3,2,2,30,2,6,2
178,78,91,154,1.111,3.0,1.433,2.05,3.71,4.36,1,5,3,2,2,30,2,6,2
179,79,94,183,1.111,3.4,1.067,2.03,3.59,4.27,2,5,3,2,2,30,2,6,2
167,67,81,130,3.333,1.05,1.9,2.14,4.01,5.02,3,5,3,2,2,30,2,6,2
181,81,119,142,1.667,1.267,2.133,2.01,2.9,4.14,4,5,3,2,2,30,2,6,2
175,77,84,127,3.333,2.1,1.567,2.07,4.11,4.38,5,5,3,2,2,30,2,6,2
189,90,88,141,1.667,3.6,1.143,1.92,3.87,3.8,6,5,3,2,2,30,2,6,2
177,79,93,156,1.111,1.8,1.0,2.06,3.72,4.31,7,5,3,2,2,30,2,6,2
190,91,92,162,1.667,5.2,1.2,1.92,3.78,3.76,8,5,3,2,2,30,2,6,2
178,78,103,180,1.667,1.4,3.533,2.05,3.33,4.43,9,5,3,2,2,30,2,6,2
183,87,107,206,1.667,1.4,1.933,1.99,3.26,4.05,10,5,3,2,2,30,2,6,2
165,65,98,159,1.667,1.2,1.821,2.2,3.54,5.33,11,5,3,2,2,30,2,6,2
180,81,92,151,1.667,1.7,3.133,2.03,3.67,4.29,12,5,3,2,2,30,2,6,2
192,92,120,207,3.333,1.867,1.7,1.9,2.72,3.81,13,5,3,2,2,30,2,6,2
191,91,97,146,0.833,1.4,1.333,1.91,3.42,3.68,14,5,3,2,2,30,2,6,2
165,65,94,159,3.333,1.05,1.633,2.2,3.7,5.05,15,5,3,2,2,30,2,6,2
176,76,104,116,3.333,3.8,0.978,2.06,3.4,4.61,16,5,3,2,2,30,2,6,2
169,69,103,152,1.667,0.0,1.567,2.11,3.24,4.88,17,5,3,2,2,30,2,6,2
179,81,92,203,1.111,2.0,1.233,2.04,3.7,4.28,18,5,3,2,2,30,2,6,2
180,80,100,186,1.667,1.4,1.167,2.01,3.22,4.2,19,5,3,2,2,30,2,6,2
183,83,101,155,1.667,1.25,1.733,2.0,3.19,4.2,0,5,3,2,2,30,2,6,3
179,79,114,157,1.667,3.8,1.8,2.04,3.01,4.36,1,5,3,2,2,30,2,6,3
170,70,88,137,3.333,1.333,1.1,2.11,3.92,4.72,2,5,3,2,2,30,2,6,3
177,78,115,155,3.333,1.6,3.6,2.05,2.95,4.29,3,5,3,2,2,30,2,6,3
169,69,100,168,1.667,1.9,1.367,2.11,3.42,4.76,4,5,3,2,2,30,2,6,3
174,74,89,151,3.333,1.9,1.667,2.1,3.81,4.55,5,5,3,2,2,30,2,6,3
176,76,92,131,1.111,0.0,2.067,2.08,3.45,4.51,6,5,3,2,2,30,2,6,3
177,77,91,184,3.333,1.3,1.607,2.06,3.84,4.38,7,5,3,2,2,30,2,6,3
174,74,103,151,3.333,1.15,1.567,2.08,3.37,4.68,8,5,3,2,2,30,2,6,3
181,81,91,153,1.667,4.6,2.467,2.0,3.77,4.26,9,5,3,2,2,30,2,6,3
179,79,101,189,1.111,1.8,1.357,2.03,3.41,4.23,10,5,3,2,2,30,2,6,3
164,65,84,150,3.333,2.2,1.567,2.2,4.17,5.27,11,5,3,2,2,30,2,6,3
171,71,74,140,1.111,0.0,1.289,2.14,4.6,4.81,12,5,3,2,2,30,2,6,3
179,79,98,158,1.111,1.2,2.033,2.02,3.55,4.23,13,5,3,2,2,30,2,6,3
190,92,118,169,1.667,1.667,1.75,1.92,2.87,3.75,14,5,3,2,2,30,2,6,3
176,78,108,145,0.833,1.2,3.067,2.07,3.22,4.52,15,5,3,2,2,30,2,6,3
166,66,93,144,0.833,4.4,1.633,2.2,3.68,5.18,16,5,3,2,2,30,2,6,3
191,91,117,164,3.333,4.4,1.1,1.88,2.92,3.69,17,5,3,2,2,30,2,6,3
182,83,91,151,3.333,1.3,1.714,2.01,3.79,4.02,18,5,3,2,2,30,2,6,3
182,82,93,164,1.667,1.3,1.6,2.01,3.76,4.12,19,5,3,2,2,30,2,6,3
167,67,92,150,1.667,1.467,2.667,2.18,3.49,5.11,0,5,3,2,2,30,2,7,2
196,96,110,195,1.111,3.0,1.333,1.87,3.18,3.57,1,5,3,2,2,30,2,7,2
176,76,93,156,1.667,1.7,1.833,2.05,3.67,4.48,2,5,3,2,2,30,2,7,2
182,82,84,121,1.667,3.4,1.5,1.99,4.11,4.19,3,5,3,2,2,30,2,7,2
169,71,80,182,1.667,1.9,1.857,2.15,4.39,4.66,4,5,3,2,2,30,2,7,2
169,69,84,176,1.667,3.1,2.133,2.15,4.2,4.81,5,5,3,2,2,30,2,7,2
175,75,110,236,0.0,1.9,1.964,2.09,3.06,4.43,6,5,3,2,2,30,2,7,2
177,79,100,149,1.667,4.6,3.2,2.06,3.47,4.19,7,5,3,2,2,30,2,7,2
182,82,75,113,1.111,2.8,1.2,2.0,4.43,4.05,8,5,3,2,2,30,2,7,2
173,73,109,147,1.667,3.1,1.167,2.02,3.12,4.49,9,5,3,2,2,30,2,7,2
176,76,89,145,1.667,1.3,1.133,2.01,3.82,4.35,10,5,3,2,2,30,2,7,2
175,76,86,134,3.333,2.2,1.524,2.05,3.82,4.52,11,5,3,2,2,30,2,7,2
181,82,107,171,1.667,1.15,2.6,2.0,3.19,4.26,12,5,3,2,2,30,2,7,2
168,69,71,106,3.333,2.1,1.7,2.17,4.93,5.04,13,5,3,2,2,30,2,7,2
181,81,117,203,0.0,1.05,1.133,2.02,2.9,4.12,14,5,3,2,2,30,2,7,2
178,78,85,140,1.667,1.6,1.833,2.02,3.86,4.32,15,5,3,2,2,30,2,7,2
177,77,94,164,1.667,2.2,3.0,2.07,3.57,4.5,16,5,3,2,2,30,2,7,2
159,59,71,172,0.833,1.5,1.833,2.3,4.64,5.79,17,5,3,2,2,30,2,7,2
181,81,99,127,3.333,1.8,1.267,1.99,3.49,4.1,18,5,3,2,2,30,2,7,2
163,64,75,143,1.111,2.9,1.393,2.21,4.64,5.37,19,5,3,2,2,30,2,7,2
167,67,78,131,1.667,2.0,1.667,2.16,4.31,5.05,0,5,3,2,2,30,2,7,3
184,84,117,236,3.333,3.0,1.333,1.96,2.95,4.0,1,5,3,2,2,30,2,7,3
185,85,127,259,3.333,3.6,0.971,1.98,2.69,4.01,2,5,3,2,2,30,2,7,3
168,68,85,167,3.0,0.0,1.311,2.17,4.12,4.94,3,5,3,2,2,30,2,7,3
164,65,90,171,0.0,1.55,1.464,2.23,3.85,5.27,4,5,3,2,2,30,2,7,3
170,72,85,133,1.667,3.4,1.333,2.12,4.04,4.86,5,5,3,2,2,30,2,7,3
180,80,103,160,1.667,2.067,1.679,2.02,3.39,4.22,6,5,3,2,2,30,2,7,3
175,76,102,177,1.111,2.333,2.4,2.08,3.34,4.64,7,5,3,2,2,30,2,7,3
178,79,98,137,0.833,1.533,2.667,2.05,3.56,4.17,8,5,3,2,2,30,2,7,3
169,70,76,101,1.667,0.0,1.543,2.15,4.64,4.87,9,5,3,2,2,30,2,7,3
172,72,100,142,3.333,1.6,1.333,2.13,3.33,4.28,10,5,3,2,2,30,2,7,3
163,63,89,148,1.667,1.333,1.9,2.21,3.65,5.21,11,5,3,2,2,30,2,7,3
179,79,99,170,1.111,3.0,2.133,2.04,3.52,4.26,12,5,3,2,2,30,2,7,3
188,88,100,162,1.111,2.0,2.933,1.92,3.37,3.8,13,5,3,2,2,30,2,7,3
170,70,87,128,1.111,1.0,1.9,2.11,3.94,4.58,14,5,3,2,2,30,2,7,3
173,73,90,122,1.111,1.6,1.533,2.12,3.81,4.82,15,5,3,2,2,30,2,7,3
169,71,86,139,1.667,2.0,1.086,2.14,4.06,4.93,16,5,3,2,2,30,2,7,3
173,75,88,144,0.667,1.9,1.2,2.12,3.94,4.5,17,5,3,2,2,30,2,7,3
173,73,91,122,1.667,1.65,1.0,2.1,3.78,4.71,18,5,3,2,2,30,2,7,3
169,69,86,153,1.111,2.5,1.1,2.1,3.78,4.72,19,5,3,2,2,30,2,7,3
167,68,82,139,3.333,1.9,1.929,2.18,4.23,5.04,0,5,3,2,2,30,2,8,2
167,67,100,159,3.333,4.3,1.381,2.19,3.41,5.05,1,5,3,2,2,30,2,8,2
192,93,118,208,1.667,2.8,2.933,1.9,2.98,3.77,2,5,3,2,2,30,2,8,2
181,81,115,187,1.111,2.4,2.4,2.0,2.93,4.11,3,5,3,2,2,30,2,8,2
178,78,92,122,1.667,0.0,1.567,2.05,3.7,4.34,4,5,3,2,2,30,2,8,2
164,64,93,166,3.333,1.9,1.767,2.22,3.73,5.33,5,5,3,2,2,30,2,8,2
171,73,99,115,3.333,2.3,3.067,2.11,3.44,4.71,6,5,3,2,2,30,2,8,2
182,85,120,190,1.667,1.9,1.821,1.97,2.92,4.01,7,5,3,2,2,30,2,8,2
168,69,95,137,1.667,3.4,2.6,2.13,3.68,5.04,8,5,3,2,2,30,2,8,2
176,76,91,173,3.333,3.5,1.367,2.08,3.77,4.56,9,5,3,2,2,30,2,8,2
174,74,89,150,0.833,1.267,1.9,2.09,3.85,4.59,10,5,3,2,2,30,2,8,2
168,69,89,149,1.667,1.6,3.4,2.18,3.85,5.04,11,5,3,2,2,30,2,8,2
182,82,118,200,1.667,3.6,1.1,2.0,2.85,4.15,12,5,3,2,2,30,2,8,2
183,83,95,148,1.111,0.0,1.667,2.0,3.64,4.07,13,5,3,2,2,30,2,8,2
185,85,89,122,1.111,1.6,1.489,1.97,3.89,3.99,14,5,3,2,2,30,2,8,2
171,72,93,188,3.0,0.0,1.5,2.08,3.6,4.65,15,5,3,2,2,30,2,8,2
172,73,97,144,1.667,2.0,1.267,2.12,3.55,4.76,16,5,3,2,2,30,2,8,2
172,72,96,148,3.333,0.0,1.267,2.13,3.63,4.86,17,5,3,2,2,30,2,8,2
182,82,99,215,3.333,1.8,1.022,2.0,3.37,4.16,18,5,3,2,2,30,2,8,2
181,82,87,140,1.111,1.6,1.7,2.02,3.86,4.05,19,5,3,2,2,30,2,8,2
167,67,94,156,1.111,1.16,1.022,2.18,3.66,4.92,0,5,3,2,2,30,2,8,3
178,78,97,159,1.5,3.667,1.367,2.06,3.35,4.44,1,5,3,2,2,30,2,8,3
165,67,85,166,1.111,0.0,1.5,2.21,4.07,5.0,2,5,3,2,2,30,2,8,3
160,60,83,155,3.333,1.25,1.714,2.26,4.17,5.8,3,5,3,2,2,30,2,8,3
183,83,82,138,1.111,2.133,1.3,1.95,4.21,4.0,4,5,3,2,2,30,2,8,3
171,71,80,120,0.0,1.4,2.381,2.14,4.25,4.93,5,5,3,2,2,30,2,8,3
165,65,84,155,1.667,1.333,1.267,2.21,4.05,5.36,6,5,3,2,2,30,2,8,3
173,73,88,142,1.111,3.0,2.733,2.08,3.91,4.64,7,5,3,2,2,30,2,8,3
189,89,103,169,1.667,3.8,1.733,1.94,3.35,3.81,8,5,3,2,2,30,2,8,3
169,69,82,178,1.667,1.2,1.733,2.04,4.01,4.63,9,5,3,2,2,30,2,8,3
170,70,82,185,1.667,1.4,1.4,2.08,3.9,4.62,10,5,3,2,2,30,2,8,3
168,70,80,170,3.333,1.267,1.393,2.18,4.05,4.99,11,5,3,2,2,30,2,8,3
163,63,74,186,3.333,1.2,3.643,2.21,4.68,5.45,12,5,3,2,2,30,2,8,3
174,75,110,146,0.833,1.3,1.767,2.1,3.13,4.65,13,5,3,2,2,30,2,8,3
177,77,103,149,0.833,1.7,1.311,2.06,3.35,4.46,14,5,3,2,2,30,2,8,3
174,74,104,147,1.111,1.9,1.133,2.08,3.33,4.53,15,5,3,2,2,30,2,8,3
181,81,101,173,1.667,0.0,1.233,1.98,3.37,4.01,16,5,3,2,2,30,2,8,3
183,84,92,191,1.667,1.7,2.071,2.0,3.63,4.07,17,5,3,2,2,30,2,8,3
188,89,86,146,1.5,1.667,1.269,1.95,4.04,3.88,18,5,3,2,2,30,2,8,3
169,70,77,129,1.667,1.6,1.821,2.17,4.57,4.87,19,5,3,2,2,30,2,8,3
166,67,107,229,3.333,1.15,1.633,2.19,3.25,5.35,0,5,4,3,2,10,1,6,2
175,75,130,236,3.333,1.1,1.2,2.09,2.6,4.77,1,5,4,3,2,10,1,6,2
150,50,96,200,1.111,1.8,1.333,2.38,3.67,6.78,2,5,4,3,2,10,1,6,2
166,66,114,220,1.667,1.2,1.3,2.14,3.0,5.29,3,5,4,3,2,10,1,6,2
162,62,112,189,1.667,1.4,2.133,2.25,3.04,5.79,4,5,4,3,2,10,1,6,2
167,67,90,148,0.833,1.05,3.6,2.17,3.96,5.32,5,5,4,3,2,10,1,6,2
168,68,86,199,1.111,1.5,1.05,2.17,4.08,5.25,6,5,4,3,2,10,1,6,2
156,56,115,201,1.111,1.267,1.433,2.2,2.88,5.85,7,5,4,3,2,10,1,6,2
170,70,119,243,1.111,1.44,3.0,2.15,2.86,5.14,8,5,4,3,2,10,1,6,2
162,62,90,165,1.667,1.9,3.267,2.2,3.82,5.46,9,5,4,3,2,10,1,6,2
167,68,99,207,1.111,1.5,2.071,2.18,3.53,5.15,10,5,4,3,2,10,1,6,2
174,75,110,245,1.111,3.6,1.8,2.02,2.99,4.66,11,5,4,3,2,10,1,6,2
167,67,100,181,0.833,2.333,1.367,2.17,3.45,5.2,12,5,4,3,2,10,1,6,2
168,68,119,234,1.111,2.0,2.867,2.12,2.97,5.13,13,5,4,3,2,10,1,6,2
155,55,104,195,1.667,2.333,2.2,2.35,3.36,6.22,14,5,4,3,2,10,1,6,2
171,71,105,226,0.833,1.267,1.4,2.14,3.33,5.03,15,5,4,3,2,10,1,6,2
173,73,118,217,1.667,1.467,1.533,2.09,2.91,4.78,16,5,4,3,2,10,1,6,2
170,70,130,265,1.667,3.8,1.111,2.15,2.65,4.99,17,5,4,3,2,10,1,6,2
161,61,92,204,1.111,1.9,1.156,2.26,3.78,5.9,18,5,4,3,2,10,1,6,2
169,69,117,231,1.667,7.8,1.067,2.12,2.95,5.06,19,5,4,3,2,10,1,6,2
160,60,98,177,1.667,1.15,3.133,2.28,3.54,6.02,0,5,4,3,2,10,1,6,3
166,66,108,138,0.833,3.8,1.633,2.21,3.22,5.42,1,5,4,3,2,10,1,6,3
171,71,139,264,3.333,2.1,3.6,2.08,2.54,4.94,2,5,4,3,2,10,1,6,3
180,80,127,221,1.667,1.333,1.767,2.03,2.74,4.46,3,5,4,3,2,10,1,6,3
163,63,88,191,0.833,1.533,1.022,2.19,3.82,5.42,4,5,4,3,2,10,1,6,3
167,67,91,201,0.75,2.556,1.767,2.19,3.78,5.27,5,5,4,3,2,10,1,6,3
175,75,132,238,1.111,1.333,1.533,2.09,2.68,4.74,6,5,4,3,2,10,1,6,3
176,76,100,225,1.667,1.15,1.286,2.07,3.47,4.49,7,5,4,3,2,10,1,6,3
162,63,107,212,1.111,2.0,1.167,2.2,3.28,5.74,8,5,4,3,2,10,1,6,3
164,64,109,230,1.111,1.7,1.9,2.22,3.21,5.32,9,5,4,3,2,10,1,6,3
170,70,111,208,1.111,2.5,1.5,2.14,3.12,5.1,10,5,4,3,2,10,1,6,3
160,60,115,233,1.0,1.111,1.6,2.29,2.96,5.97,11,5,4,3,2,10,1,6,3
169,70,108,195,1.111,2.4,0.929,2.15,3.16,4.99,12,5,4,3,2,10,1,6,3
164,66,102,218,0.833,1.1,1.7,2.13,3.45,5.48,13,5,4,3,2,10,1,6,3
175,75,111,222,1.667,2.0,1.244,2.07,3.0,4.74,14,5,4,3,2,10,1,6,3
180,81,119,212,1.111,1.533,1.571,2.02,2.92,4.34,15,5,4,3,2,10,1,6,3
174,74,91,198,1.667,1.6,1.533,2.1,3.79,4.84,16,5,4,3,2,10,1,6,3
156,56,99,191,1.111,2.4,1.433,2.35,3.15,6.44,17,5,4,3,2,10,1,6,3
160,60,88,198,0.833,1.6,0.933,2.25,3.92,5.76,18,5,4,3,2,10,1,6,3
165,65,129,232,1.111,3.6,1.733,2.16,2.62,5.19,19,5,4,3,2,10,1,6,3
171,71,107,205,1.667,1.2,1.222,2.01,3.07,4.66,0,5,4,3,2,10,1,7,2
172,72,112,197,3.333,1.467,1.133,2.12,3.05,4.93,1,5,4,3,2,10,1,7,2
163,63,109,176,1.111,2.6,1.633,2.23,3.16,5.42,2,5,4,3,2,10,1,7,2
174,75,106,204,1.667,2.2,1.433,2.09,3.32,4.74,3,5,4,3,2,10,1,7,2
161,61,100,233,1.667,0.0,1.222,2.27,3.51,5.67,4,5,4,3,2,10,1,7,2
167,68,105,212,1.667,7.8,1.133,2.14,3.14,5.28,5,5,4,3,2,10,1,7,2
149,49,96,192,1.667,1.9,1.356,2.42,3.68,7.25,6,5,4,3,2,10,1,7,2
145,45,111,233,1.667,1.3,1.533,2.4,2.86,7.66,7,5,4,3,2,10,1,7,2
166,66,102,197,1.667,3.0,1.571,2.19,3.48,4.95,8,5,4,3,2,10,1,7,2
163,63,105,189,1.111,2.0,1.867,2.25,3.18,5.61,9,5,4,3,2,10,1,7,2
157,57,78,154,1.111,1.2,1.071,2.33,4.61,6.3,10,5,4,3,2,10,1,7,2
156,56,92,222,1.111,0.0,1.933,2.34,3.81,6.47,11,5,4,3,2,10,1,7,2
162,62,131,286,1.667,2.5,3.333,2.23,2.55,5.66,12,5,4,3,2,10,1,7,2
170,70,107,228,1.667,3.6,1.067,2.15,3.22,5.01,13,5,4,3,2,10,1,7,2
168,69,102,226,3.333,1.1,1.6,2.17,3.5,5.22,14,5,4,3,2,10,1,7,2
153,53,102,244,1.111,1.2,1.244,2.34,3.36,6.27,15,5,4,3,2,10,1,7,2
159,59,101,210,3.333,1.75,1.267,2.3,3.43,5.93,16,5,4,3,2,10,1,7,2
